sample_id,butyrate,acetate,propionate
S0,6.130752933790268,5.187187964627294,6.797966577861052
S1,19.478793522520327,21.157242859015707,-0.1599385299634271
S2,15.226023782825465,6.391939500381773,-0.01901620790268883
S3,10.544466847887996,14.28865258920858,-1.0025293646378088
S4,6.8519218311382435,29.760816516156037,-0.01851313599238993
S5,4.067556248547628,6.063427943228687,5.658473866229086
S6,-1.220934751041308,13.199126547361349,5.638053208299798
S7,18.636630132766363,24.215802263150135,-0.827230943552323
S8,10.072936894409533,5.010084021592508,2.2202147418928595
S9,15.735620763405812,2.19034658274019,3.6822140367541927
S10,2.728881043930857,2.2100089072748963,6.787880379447437
S11,17.756832406536464,2.787863334951553,0.40171172209894146
S12,18.57560507449708,27.38579326749087,0.6901439917111125
S13,5.07234406743852,21.74804502300281,-0.40122047188583626
S14,5.280619664130993,22.266935303175973,2.071805244635176
S15,7.4616761623765715,23.283534949710265,0.01259240078179486
S16,5.594068627185013,23.230073333579465,0.09767609854883172
S17,8.987656303929779,5.858582921153258,2.113725310961797
S18,6.859871513591268,29.659316532831564,0.024510174258942714
S19,4.192962234029962,13.308542955110642,2.1922844701085236
S20,12.082854475619381,26.549532159231795,1.4511436077950417
S21,3.4721811626741244,26.903205119743973,0.9592708260852069
S22,6.396274569364401,7.577086947060015,6.051701222440736
S23,8.981603363945881,4.225764684356844,4.468514758898266
S24,9.147403468096533,7.2361742674051905,4.0322691691309025
S25,18.610587382174906,11.6127999044701,0.18334200573835174
S26,3.4641619766912823,24.680047147654832,2.1898029332176723
S27,15.72502710145147,25.051290303966784,-0.8082982853551515
S28,13.099626072770862,0.4355986064382172,3.1666111638868926
S29,-0.7853068584326106,16.646680426369066,3.8286302015803435
S30,10.009112041906542,15.694363726754075,-2.123895724309807
S31,4.375427304232201,4.187603316468209,5.547925636739021
S32,0.8541062890538885,7.862027769323017,7.391697735256679
S33,20.40571173325085,6.224279543063835,0.15039378647620763
S34,20.259115910638275,27.983720927304407,0.34175597577715944
S35,16.022289137015477,10.87272237359181,1.8761708392158862
S36,4.398687947330603,16.12570238777105,2.7163799290186823
S37,-1.0762521692440519,19.845169727214145,1.4161856153219796
S38,12.791630626109095,10.492643570664269,-0.898414671348358
S39,10.515847463438972,28.167460612311157,0.4919191715065057
S40,2.8689521851559845,27.694689334374914,-1.3202332070206422
S41,7.412060644801428,9.252673068802974,4.36186670648801
S42,1.034132274006732,15.631486148701658,5.863069850645248
S43,18.957042801033317,7.6405301039817815,-0.4691756521047048
S44,3.4078847595980726,10.34441458219053,2.8506607111342768
S45,13.557895898970695,1.7212074623892026,4.359780057080265
S46,6.35063895868022,19.912654257074827,0.6727060540543042
S47,8.11541982789497,16.33962838071307,1.2378163119734618
S48,11.64978030756216,-0.11362748434446401,2.423682035272943
S49,4.81865816324701,7.239031846704405,4.765615779424843
S50,21.557795041641725,28.742563789246137,0.005243699718183166
S51,17.6102605712921,8.407597250876103,0.046980593764742055
S52,16.0346400953696,4.305042974808397,-0.45006547147924364
S53,16.02089692872273,14.918237574944454,0.6228499323474987
S54,12.988070110639022,32.12484341489487,-1.0676204293825944
S55,19.46505660228675,6.0785153676733525,-0.1423794850212935
S56,2.7999454136504855,21.258261184516435,2.5140151371339186
S57,11.625120229692346,22.44420315499374,0.9384140565801212
S58,2.0463267995970953,6.693763913317549,7.882966549059512
S59,8.777737895626485,24.044044162330167,-1.1246420918378692
S60,9.681549320776046,12.684326679553656,0.9012816051770254
S61,6.729763138089513,20.59619418980866,2.2411281982237554
S62,15.944211693757897,21.6168489371355,0.33231401197959165
S63,8.653004974858321,16.115248205508273,0.3262333557599688
S64,4.073039764672472,4.0725990442221764,7.8389091781046325
S65,10.380284449684952,24.438541354490226,0.11567463429285867
S66,1.8477574038370461,10.27173465412896,6.562254284598842
S67,16.20768789385344,5.335269203260258,0.18036356987116997
S68,6.120330006942433,1.417246176628354,10.907490072536639
S69,16.00320834682685,18.91710234652108,1.7553408424432044
S70,16.817415766682174,18.69048948880153,-0.2489641484790735
S71,0.7488818883041448,4.682409419206605,8.81853584633407
S72,-0.833421389106819,13.350756985979025,5.469224195356314
S73,18.487129763031415,4.366496030362675,1.3686315575323487
S74,14.26570691514327,21.67140545928363,-0.9649234605801045
S75,12.424653804961135,6.814318258075614,1.6523154895386518
S76,13.994799515198977,21.976371777178286,1.0584244868495878
S77,2.840088532551159,12.858751407544682,3.6334605332306076
S78,5.70858130745118,28.077406116408206,-1.183258512665775
S79,2.750298369666544,2.3311195814081342,5.426867785528669
S80,17.353212197319497,10.383599647895208,-0.26940683444455776
S81,11.162761841339524,2.049882214193449,3.3498257751144926
S82,10.905848675703634,29.691048015192386,1.502357052096028
S83,2.5390050503564954,26.026065838425154,0.6651177437497287
S84,2.1693612609980297,6.087254437869645,5.939376051263114
S85,6.876575070073796,19.156749697719384,-1.2317751388241522
S86,13.268550637224504,25.34252891458772,-1.7033824393551547
S87,14.456016096696711,15.52857524237592,-0.05554769889661878
S88,16.159213374661128,14.24507655954733,0.3840654489393073
S89,9.214825620305188,7.742943149997375,2.8266330912818973
S90,3.4018594767269486,3.2830161763944217,5.8055877625181145
S91,15.996406132800143,25.902586387857546,-0.08912003951278841
S92,12.815108158226396,26.070465103663267,-1.3044695005048532
S93,10.556541479708029,19.45714359291331,0.6696725488300385
S94,14.469452976769308,7.274725048466372,0.36659824609684827
S95,8.569253462140392,7.661359689626717,0.6300685039021284
S96,13.985565068202074,20.34178192360231,-0.5138669173366935
S97,9.360783789092903,26.48641349515362,-1.0592135218889516
S98,-2.0133853737881866,27.234407859149528,0.8122653926347032
